Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,ScoreText,age,priors_count
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,26.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,40.0,4.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,40.0,4.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,40.0,4.0
Male,Caucasian,Pretrial,Pretrial Defendant,Significant Other,Medium,32.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Significant Other,Medium,32.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Significant Other,Medium,32.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,1.0
Male,Other,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,57.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,30.0,8.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,30.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,74.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,34.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,High,34.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,High,34.0,21.0
Male,African-American,Pretrial,Jail Inmate,Single,High,34.0,21.0
Female,African-American,Pretrial,Jail Inmate,Single,High,33.0,7.0
Female,African-American,Pretrial,Jail Inmate,Single,High,33.0,7.0
Female,African-American,Pretrial,Jail Inmate,Single,High,33.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,37.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,4.0
Male,Asian,Pretrial,Jail Inmate,Single,Low,36.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,25.0,6.0
Male,African-American,Post Sentence,Probation,Single,High,25.0,6.0
Male,African-American,Post Sentence,Probation,Single,High,25.0,6.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,32.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,32.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,32.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,32.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,36.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,33.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,33.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Medium,46.0,5.0
Female,Hispanic,Post Sentence,Jail Inmate,Single,Low,25.0,14.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,47.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,34.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,34.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,26.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,26.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,26.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,44.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Married,Low,46.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,41.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,39.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,39.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,39.0,10.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Medium,50.0,30.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,58.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,58.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,31.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,29.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,27.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,53.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,51.0,19.0
Male,African-American,Pretrial,Jail Inmate,Single,High,51.0,19.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,30.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,30.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,30.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,41.0,9.0
Male,African-American,Pretrial,Prison Inmate,Single,Low,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,43.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,64.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,22.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,52.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,15.0
Male,African-American,Pretrial,Jail Inmate,Single,High,31.0,15.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,26.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,26.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,26.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,31.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,31.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,25.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,25.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,35.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,61.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,10.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,38.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,52.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,53.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,58.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,24.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,4.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,39.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Married,High,31.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Married,High,31.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Married,High,31.0,9.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,48.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,43.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,66.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,9.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,30.0,9.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,45.0,6.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,45.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,58.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,High,33.0,16.0
Male,African-American,Pretrial,Jail Inmate,Married,High,33.0,16.0
Male,African-American,Pretrial,Jail Inmate,Married,High,33.0,16.0
Male,African-American,Pretrial,Jail Inmate,Married,High,33.0,16.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,27.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,23.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Married,Low,41.0,1.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,46.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,14.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,14.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,27.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,27.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,22.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,4.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,57.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,28.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,31.0,16.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,35.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,37.0,8.0
Male,African-American,Pretrial,Jail Inmate,Married,Medium,37.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,39.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,46.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,46.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,46.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,46.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,25.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,25.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,25.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,25.0,2.0
Female,African-American,Pretrial,Pretrial Defendant,Single,High,25.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,51.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,51.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,51.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,High,23.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,21.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,32.0,3.0
Male,Other,Pretrial,Jail Inmate,Single,Low,25.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Low,27.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Medium,27.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,30.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,27.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,48.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,Caucasian,Post Sentence,Probation,Divorced,Low,30.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,50.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,High,41.0,17.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,High,41.0,17.0
Male,African-American,Pretrial,Jail Inmate,Married,Medium,33.0,7.0
Male,African-American,Pretrial,Jail Inmate,Married,Medium,33.0,7.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,30.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,35.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,36.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,51.0,12.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,29.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,32.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,61.0,20.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,61.0,20.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,53.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,33.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,22.0,1.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,30.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,30.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,62.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,62.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,62.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,62.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,1.0
Male,African-Am,Post Sentence,Probation,Single,High,33.0,18.0
Male,African-Am,Post Sentence,Probation,Single,High,33.0,18.0
Male,African-Am,Post Sentence,Probation,Single,High,33.0,18.0
Male,African-Am,Post Sentence,Probation,Single,High,33.0,18.0
Male,African-Am,Post Sentence,Probation,Single,High,33.0,18.0
Male,African-Am,Post Sentence,Probation,Single,High,33.0,18.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,38.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,38.0,5.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,27.0,6.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,27.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,Hispanic,Post Sentence,Probation,Single,Medium,31.0,0.0
Male,Hispanic,Post Sentence,Probation,Single,Medium,33.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,57.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,57.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,57.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,57.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,57.0,12.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,47.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,23.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,32.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,52.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,32.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,32.0,2.0
